Predict_proba0,Predict_proba1,Predict,Real
0.013946391203316089,0.9860536087966839,1,1
0.053165352421022605,0.9468346475789774,1,1
0.0016162546910875042,0.9983837453089125,1,1
0.002123344554010531,0.9978766554459895,1,1
0.01623809179534208,0.9837619082046579,1,1
0.9020359087056468,0.09796409129435325,0,0
0.9847533513093321,0.01524664869066797,0,0
0.0029277280732207256,0.9970722719267793,1,1
0.22041112632285642,0.7795888736771436,1,1
0.07545683214453391,0.9245431678554661,1,1
0.013442613418860883,0.9865573865811391,1,1
0.009110819997505737,0.9908891800024943,1,1
0.183684891788508,0.816315108211492,1,0
0.030195597143743758,0.9698044028562562,1,1
0.0010821438568781039,0.9989178561431219,1,1
0.041630594096677465,0.9583694059033225,1,1
0.0730945891856456,0.9269054108143544,1,1
0.9937218373126486,0.006278162687351409,0,0
0.00035613235990228365,0.9996438676400977,1,1
0.0252967365698592,0.9747032634301408,1,1
0.9821297216856477,0.017870278314352235,0,0
0.015253655977023883,0.9847463440229761,1,1
0.000153164260318972,0.999846835739681,1,1
0.7525089226705077,0.24749107732949222,0,1
0.029098726065600378,0.9709012739343996,1,1
0.0029523363314200024,0.99704766366858,1,1
0.03313488560050826,0.9668651143994917,1,1
0.1811582396996424,0.8188417603003576,1,1
0.2910733963613379,0.7089266036386621,1,1
0.09134655642963074,0.9086534435703693,1,1
0.003914433245066351,0.9960855667549336,1,1
0.006628168400904633,0.9933718315990954,1,1
0.011024532133428133,0.9889754678665719,1,1
0.015377309011426088,0.9846226909885739,1,1
0.011294836061457203,0.9887051639385428,1,1
0.04913993862585775,0.9508600613741423,1,1
0.018548804995188073,0.9814511950048119,1,1
0.004780497717825627,0.9952195022821744,1,1
0.007598500069250225,0.9924014999307498,1,1
0.048478858776096034,0.951521141223904,1,1
0.06438786089283433,0.9356121391071657,1,1
0.013649410878219581,0.9863505891217804,1,1
0.05083571002929088,0.9491642899707091,1,1
0.00035435709436759666,0.9996456429056324,1,1
0.08409759376513704,0.915902406234863,1,1
0.0068627968419623375,0.9931372031580377,1,1
0.0038368177366870926,0.9961631822633129,1,1
0.9983311782645742,0.001668821735425776,0,0
0.0752180451185731,0.9247819548814269,1,1
0.021092223449178937,0.9789077765508211,1,1
0.005016333719692123,0.9949836662803079,1,1
0.05822600231037012,0.9417739976896299,1,1
0.062463834937179885,0.9375361650628201,1,1
0.009403185143180393,0.9905968148568196,1,1
0.029386271618734083,0.9706137283812659,1,1
0.9491735370624822,0.05082646293751785,0,0
0.9974561591320519,0.0025438408679481564,0,0
0.30354168505102663,0.6964583149489734,1,1
0.026385588621064326,0.9736144113789357,1,1
0.0013950124733459468,0.998604987526654,1,1
0.007624604843804228,0.9923753951561958,1,1
0.04744529269122644,0.9525547073087736,1,1
0.002473441057577963,0.997526558942422,1,1
0.03102309955321747,0.9689769004467825,1,1
0.014515983257839093,0.9854840167421609,1,1
0.034829975178876316,0.9651700248211237,1,1
0.005911032558401641,0.9940889674415984,1,1
0.9722493118037661,0.027750688196233924,0,0
0.08822163844517339,0.9117783615548266,1,1
0.14376153758398802,0.856238462416012,1,1
0.020953606316392315,0.9790463936836077,1,1
0.0023830235796760135,0.997616976420324,1,1
0.9794391241030151,0.02056087589698485,0,0
0.03475015329448827,0.9652498467055117,1,1
0.15260701208227412,0.8473929879177259,1,1
0.0042987534186298415,0.9957012465813702,1,1
0.20312871678703304,0.796871283212967,1,1
0.006073957582180323,0.9939260424178197,1,1
0.05350841121410199,0.946491588785898,1,1
0.04915737973737544,0.9508426202626246,1,1
0.1264306785268834,0.8735693214731166,1,1
0.13992536876911954,0.8600746312308805,1,1
0.006152829266961368,0.9938471707330386,1,1
0.0046661912229173375,0.9953338087770827,1,1
0.3199404353127676,0.6800595646872324,1,1
0.9508456386250662,0.049154361374933814,0,0
0.037391252369890715,0.9626087476301093,1,1
0.02332634740673889,0.9766736525932611,1,1
0.9924318076076892,0.007568192392310799,0,0
0.9820977603844165,0.01790223961558345,0,0
0.9162997022854107,0.08370029771458926,0,0
0.003162994425647936,0.9968370055743521,1,1
0.03531539435663511,0.9646846056433649,1,1
0.021959048662431924,0.9780409513375681,1,1
0.0138875133652141,0.9861124866347859,1,1
0.7066817791075354,0.2933182208924646,0,1
0.009577880406550054,0.99042211959345,1,1
0.0006786419933864085,0.9993213580066136,1,1
0.08437670955910181,0.9156232904408982,1,1
0.023985322756499006,0.976014677243501,1,1
0.943239600471257,0.05676039952874301,0,0
0.0030427444229232936,0.9969572555770767,1,1
0.6283881881128728,0.3716118118871273,0,1
0.010443578847236679,0.9895564211527633,1,1
0.2528394403807164,0.7471605596192836,1,1
0.044449625706937,0.955550374293063,1,1
0.0015397883020269454,0.998460211697973,1,1
0.03545544409393209,0.9645445559060679,1,1
0.9829985629524776,0.017001437047522466,0,0
0.008715510792480119,0.9912844892075199,1,1
0.02712904823807749,0.9728709517619225,1,1
0.9542256835687942,0.045774316431205796,0,0
0.9523194395974866,0.04768056040251348,0,0
0.1854736537614371,0.8145263462385629,1,1
0.6863207740606474,0.3136792259393526,0,1
0.011726737790264896,0.9882732622097351,1,1
0.0003471720054379901,0.999652827994562,1,1
0.06568923007851402,0.934310769921486,1,1
0.9616454029995948,0.038354597000405215,0,0
0.9907752991199349,0.009224700880065079,0,0
0.9951068962844205,0.004893103715579476,0,0
0.008814470928243723,0.9911855290717563,1,1
0.002777177910305406,0.9972228220896946,1,1
0.9914157965734262,0.008584203426573797,0,0
0.3790192767330469,0.6209807232669531,1,1
0.8895150005798205,0.11048499942017952,0,0
0.01567386967139539,0.9843261303286046,1,1
0.04183519383328815,0.9581648061667118,1,1
0.014056143872205773,0.9859438561277942,1,1
0.6898209374766806,0.31017906252331934,0,0
0.13517220080476966,0.8648277991952303,1,1
0.9250009101266434,0.07499908987335659,0,0
0.002786788757579428,0.9972132112424206,1,1
0.013278604133596161,0.9867213958664038,1,1
0.02516094913187339,0.9748390508681266,1,1
0.020720605450650464,0.9792793945493495,1,1
0.008058015390829953,0.99194198460917,1,1
0.7990625428704425,0.20093745712955752,0,0
0.025298902205408202,0.9747010977945918,1,1
0.061084644800022736,0.9389153551999773,1,1
0.1546807028794327,0.8453192971205673,1,1
0.06585050545928606,0.9341494945407139,1,1
0.0016673554322405026,0.9983326445677595,1,1
0.020852592830499117,0.9791474071695009,1,1
0.0362843373257149,0.9637156626742851,1,1
0.8212120437302726,0.1787879562697274,0,0
0.017389372830524663,0.9826106271694753,1,1
0.04882960390165847,0.9511703960983415,1,1
0.045691171402809316,0.9543088285971907,1,1
0.8103679776202052,0.18963202237979482,0,0
0.51912630715682,0.48087369284318005,0,0
0.017688796377719473,0.9823112036222805,1,1
0.0040873534603091954,0.9959126465396908,1,1
0.5591775074967803,0.4408224925032197,0,0
0.9862344931489158,0.01376550685108427,0,0
0.022320385639902462,0.9776796143600975,1,1
0.008250605641227038,0.991749394358773,1,1
0.9961720367464727,0.0038279632535272467,0,0
0.9943158972471637,0.0056841027528363106,0,0
0.24788139248156404,0.752118607518436,1,1
0.01617543694909962,0.9838245630509004,1,1
0.6790161574081339,0.3209838425918661,0,1
0.05530263646581324,0.9446973635341868,1,1
0.4351527430122102,0.5648472569877898,1,0
0.0014554578202031765,0.9985445421797968,1,1
0.7121794477894772,0.28782055221052283,0,0
0.9724637188833007,0.027536281116699285,0,0
0.009571409263090191,0.9904285907369098,1,1
0.9463709004016619,0.05362909959833808,0,0
0.003287525538393843,0.9967124744616062,1,1
0.714523455336504,0.28547654466349603,0,0
0.013973807853233988,0.986026192146766,1,1
0.9796159727140684,0.020384027285931597,0,0
0.9987956296765902,0.001204370323409808,0,0
0.0519004796344853,0.9480995203655147,1,1
0.9973744560992961,0.002625543900703893,0,0
0.99830449067944,0.0016955093205598961,0,0
0.9810758701739556,0.018924129826044432,0,0
0.845609437948729,0.15439056205127102,0,0
0.026549463479200064,0.9734505365207999,1,1
0.01020169322804354,0.9897983067719565,1,1
0.9991265584114153,0.0008734415885846996,0,0
0.01724205413222102,0.982757945867779,1,1
0.19559363693420406,0.8044063630657959,1,1
0.976696200103426,0.023303799896574082,0,0
0.011212330734335363,0.9887876692656646,1,1
0.3692032006714502,0.6307967993285498,1,1
0.01574185177925347,0.9842581482207465,1,1
0.0015736851987772082,0.9984263148012228,1,1
0.9653969324441618,0.03460306755583822,0,0
0.9754547924976623,0.024545207502337706,0,0
0.003767775068822754,0.9962322249311772,1,1
0.7796731652235497,0.22032683477645035,0,0
0.9529489355578467,0.04705106444215338,0,0
0.8598593708972223,0.14014062910277766,0,0
0.031797627568533215,0.9682023724314668,1,1
0.05264831785193169,0.9473516821480683,1,1
0.059564383720379754,0.9404356162796202,1,1
0.9994559540777436,0.0005440459222564211,0,0
0.017285705509469618,0.9827142944905304,1,1
0.023328599071001155,0.9766714009289988,1,1
0.02321185548607818,0.9767881445139218,1,1
0.12652011148852482,0.8734798885114752,1,1
0.0038258756826367035,0.9961741243173633,1,1
0.005352655326959166,0.9946473446730408,1,1
0.014693928928051214,0.9853060710719488,1,1
0.9318748984555831,0.06812510154441687,0,0
0.011292611817526166,0.9887073881824738,1,1
0.9983123355911023,0.0016876644088977192,0,0
0.027560235947122425,0.9724397640528776,1,1
0.007592458064837548,0.9924075419351625,1,1
0.029418702655459428,0.9705812973445406,1,1
0.9992353551543661,0.0007646448456338251,0,0
0.09618634289275296,0.903813657107247,1,1
0.0841583105919963,0.9158416894080037,1,1
0.048860982215785165,0.9511390177842148,1,1
0.005963751194932976,0.994036248805067,1,1
0.026172255910800524,0.9738277440891995,1,1
0.9436672904221388,0.05633270957786122,0,0
0.9811751389383208,0.01882486106167922,0,0
0.7477664143496939,0.25223358565030607,0,0
0.024597686722565237,0.9754023132774348,1,1
0.027906698049598555,0.9720933019504014,1,1
0.02562333773651293,0.9743766622634871,1,1
0.01653279106919081,0.9834672089308092,1,1
0.0572138579224718,0.9427861420775282,1,1
0.9759410194506427,0.024058980549357276,0,0
0.9810960471949702,0.018903952805029725,0,0
0.09518035307904937,0.9048196469209506,1,1
0.954506985303232,0.04549301469676808,0,0
0.9981288541191041,0.0018711458808958416,0,0
0.027210076420729923,0.9727899235792701,1,1
0.634029693599493,0.365970306400507,0,1
0.9799108014206113,0.02008919857938879,0,0
0.022404913713696684,0.9775950862863033,1,1
0.9836087697352857,0.016391230264714302,0,0
0.9533206058104735,0.04667939418952651,0,0
0.05685665002988527,0.9431433499701147,1,1
0.03640536695555563,0.9635946330444444,1,1
6.412082887974346e-05,0.9999358791711203,1,1
0.9750040517068468,0.024995948293153263,0,0
0.4527481585900245,0.5472518414099755,1,0
0.04120673613908865,0.9587932638609113,1,1
0.6549844652474329,0.3450155347525671,0,0
0.9851437318232521,0.014856268176747848,0,0
0.009671361260041533,0.9903286387399585,1,1
0.9624920655243824,0.037507934475617594,0,0
0.0038722888975404324,0.9961277111024596,1,0
0.007590932265965744,0.9924090677340343,1,1
0.03229569314807701,0.967704306851923,1,1
0.028069165465984258,0.9719308345340157,1,1
0.004745891971105198,0.9952541080288948,1,1
0.0049272460540200624,0.9950727539459799,1,1
0.1516201405530858,0.8483798594469142,1,1
0.041839655655150576,0.9581603443448494,1,1
0.974666826464714,0.02533317353528596,0,0
0.7715306089652341,0.228469391034766,0,0
0.8017778092052071,0.1982221907947929,0,0
0.04512622144582645,0.9548737785541735,1,1
0.04973681034580901,0.950263189654191,1,1
0.0428757459605974,0.9571242540394026,1,1
0.0395928704573405,0.9604071295426595,1,1
0.01962996849152565,0.9803700315084743,1,1
0.002660938796328338,0.9973390612036717,1,1
0.8403681293932188,0.1596318706067812,0,0
0.5302615401829613,0.4697384598170387,0,1
0.007919423428858652,0.9920805765711413,1,1
0.9896145760403647,0.010385423959635301,0,0
0.007653683764350605,0.9923463162356494,1,1
0.006459307082110732,0.9935406929178893,1,1
0.12120349391924168,0.8787965060807583,1,1
0.016539245893393506,0.9834607541066065,1,1
0.0001390042958674398,0.9998609957041326,1,1
0.00879392757590658,0.9912060724240934,1,1
0.06783124313903577,0.9321687568609642,1,1
0.05677606174195793,0.9432239382580421,1,1
0.12414375650243015,0.8758562434975699,1,1
0.003996012494069334,0.9960039875059307,1,1
0.017130515984722705,0.9828694840152773,1,1
0.0032028078117293246,0.9967971921882707,1,1
0.008940887323468316,0.9910591126765317,1,1
0.09454053451231093,0.9054594654876891,1,1
0.0009016855195975726,0.9990983144804024,1,1
0.004262999880233043,0.995737000119767,1,1
0.023020969480055498,0.9769790305199445,1,1
0.004469494620688685,0.9955305053793113,1,1
0.012108741803222856,0.9878912581967771,1,1
0.06321564691366688,0.9367843530863331,1,1
0.015427811503167632,0.9845721884968324,1,1
0.7473154716856019,0.2526845283143982,0,0
0.00830545822254769,0.9916945417774523,1,1
0.7846006074363666,0.2153993925636334,0,0
0.0059699309115184285,0.9940300690884816,1,1
0.2853423860192873,0.7146576139807127,1,1
0.025493924424793035,0.974506075575207,1,1
0.9831922214981701,0.0168077785018299,0,0
0.7872327825149484,0.21276721748505154,0,0
0.003633484526240016,0.99636651547376,1,1
0.01545019471752318,0.9845498052824768,1,1
0.9359474026129894,0.06405259738701068,0,0
0.03541134794042189,0.9645886520595781,1,1
0.007354741084256267,0.9926452589157437,1,1
0.00603106958525923,0.9939689304147408,1,1
0.0711564099288362,0.9288435900711638,1,1
0.5521255397644391,0.4478744602355608,0,0
0.007060290327170482,0.9929397096728295,1,1
0.036675808441219315,0.9633241915587807,1,1
0.021955536752615856,0.9780444632473841,1,1
0.0039506837820589835,0.996049316217941,1,1
0.9406581990785745,0.05934180092142554,0,0
0.9969489872669064,0.003051012733093578,0,0
0.18045072236116122,0.8195492776388388,1,1
0.03679944508030464,0.9632005549196954,1,1
0.011387976751254358,0.9886120232487456,1,1
0.011738734798500405,0.9882612652014996,1,1
0.02599071299687572,0.9740092870031243,1,1
0.1413570413978409,0.8586429586021591,1,1
0.5577593848793594,0.4422406151206406,0,0
0.9925487729909284,0.00745122700907159,0,0
0.039651077364528886,0.9603489226354711,1,1
0.005663383904226493,0.9943366160957735,1,1
0.997822595326537,0.0021774046734629234,0,0
0.003016091619872263,0.9969839083801277,1,1
0.9982720420215223,0.0017279579784776654,0,0
0.11300866796802467,0.8869913320319753,1,1
0.006816427907448075,0.9931835720925519,1,1
0.011206420961676455,0.9887935790383235,1,1
0.09528700288045411,0.9047129971195459,1,1
0.026712124432120454,0.9732878755678795,1,1
0.04146658993688024,0.9585334100631198,1,1
0.002872225114506022,0.997127774885494,1,1
0.0011282693293054313,0.9988717306706946,1,1
0.0415001198345647,0.9584998801654353,1,1
0.0007119864285383137,0.9992880135714617,1,1
0.9226482032065741,0.07735179679342588,0,0
0.12168823496638803,0.878311765033612,1,1
0.0029962462380787036,0.9970037537619213,1,1
0.006607534469998844,0.9933924655300012,1,1
0.07103007109533455,0.9289699289046655,1,1
0.0009163881150295872,0.9990836118849704,1,1
0.970955847055263,0.029044152944736907,0,0
0.07870083984028187,0.9212991601597181,1,1
0.0028668197217119884,0.997133180278288,1,1
0.025522794693258022,0.974477205306742,1,1
0.9855549011581209,0.014445098841879046,0,0
0.006357526353543808,0.9936424736464562,1,1
0.005756720019428285,0.9942432799805717,1,1
0.0105472229804493,0.9894527770195507,1,1
0.05941740627826397,0.940582593721736,1,1
0.9862192968159222,0.013780703184077705,0,0
0.0047293411473273705,0.9952706588526726,1,1
0.19552630606628618,0.8044736939337138,1,1
0.0040102881819817915,0.9959897118180182,1,1
0.011350126634548818,0.9886498733654512,1,1
0.008390717598696251,0.9916092824013037,1,1
0.8597827447507407,0.14021725524925938,0,0
0.013516628638549744,0.9864833713614503,1,1
0.003697449669708086,0.9963025503302919,1,1
0.016009100221405448,0.9839908997785946,1,1
0.9120123858850353,0.08798761411496474,0,0
0.9664303943378795,0.03356960566212051,0,0
0.0022163894693696395,0.9977836105306304,1,1
0.0006010829567116849,0.9993989170432883,1,1
0.07391182515716976,0.9260881748428302,1,1
0.018718449686235594,0.9812815503137644,1,1
0.9803458610565771,0.019654138943422928,0,0
0.8456574335049679,0.1543425664950321,0,0
0.05345916105423909,0.9465408389457609,1,1
0.04291820388598422,0.9570817961140158,1,1
0.024007812947716367,0.9759921870522836,1,1
0.007137490856923723,0.9928625091430763,1,1
0.004842978219020244,0.9951570217809798,1,1
0.023928800819039475,0.9760711991809605,1,1
0.9844128611949755,0.015587138805024473,0,0
0.048473007677034996,0.951526992322965,1,1
0.003111244660816803,0.9968887553391832,1,1
0.000153164260318972,0.999846835739681,1,1
0.07209280208585866,0.9279071979141413,1,1
0.8872819988414918,0.11271800115850818,0,0
0.9843531323381631,0.01564686766183682,0,0
0.9576305845997317,0.04236941540026834,0,0
0.8889269176043777,0.11107308239562225,0,0
0.012467497388949034,0.987532502611051,1,1
0.9921045259915104,0.007895474008489601,0,0
0.04129023329292225,0.9587097667070777,1,1
0.0514963568836907,0.9485036431163093,1,1
0.010499884655127745,0.9895001153448723,1,1
0.03897676767422742,0.9610232323257726,1,1
0.009280044046017677,0.9907199559539823,1,1
0.08805945924756287,0.9119405407524371,1,1
0.008203222881783878,0.9917967771182161,1,1
0.0035233521369345544,0.9964766478630654,1,1
0.09536357496414627,0.9046364250358537,1,1
0.19636671081809287,0.8036332891819071,1,1
0.9928260048867256,0.0071739951132744105,0,0
0.020805296224573167,0.9791947037754268,1,1
0.9465469510467257,0.05345304895327433,0,0
0.008321229673772579,0.9916787703262274,1,1
0.36626612023403204,0.633733879765968,1,1
0.027668055688202742,0.9723319443117973,1,1
0.04955023773033551,0.9504497622696645,1,1
0.016565551113766674,0.9834344488862333,1,1
0.9941038751184547,0.0058961248815453055,0,0
0.008400503673433368,0.9915994963265666,1,1
0.8017789076621384,0.19822109233786153,0,0
0.31128398333809837,0.6887160166619016,1,1
0.03173338265140779,0.9682666173485922,1,1
0.0034132777331638,0.9965867222668362,1,1
0.013654245517344399,0.9863457544826556,1,1
0.0043501089126188885,0.9956498910873811,1,1
0.028678237997147082,0.9713217620028529,1,1
0.044912003941100065,0.9550879960588999,1,1
0.0036029604944061155,0.9963970395055939,1,1
0.04394962071109876,0.9560503792889012,1,0
0.023325518976658466,0.9766744810233415,1,1
0.6425075461456942,0.3574924538543059,0,0
0.019407916000624303,0.9805920839993757,1,1
0.9552756834375766,0.04472431656242341,0,1
0.9921001540388327,0.00789984596116734,0,0
0.002186881888414094,0.9978131181115859,1,1
0.005400716887068557,0.9945992831129314,1,1
0.0662303049506372,0.9337696950493628,1,1
0.03881302123805552,0.9611869787619445,1,1
0.0794238640215773,0.9205761359784227,1,1
0.0014078974880558093,0.9985921025119442,1,1
0.017694189174428776,0.9823058108255712,1,1
0.05308602987319877,0.9469139701268012,1,1
0.053574346218762336,0.9464256537812377,1,1
0.000835110008090556,0.9991648899919094,1,1
0.9988980710393511,0.0011019289606488767,0,0
0.9963729905280313,0.003627009471968734,0,0
0.021527777239457424,0.9784722227605426,1,1
0.0007091911389661698,0.9992908088610338,1,1
0.05159901850658666,0.9484009814934133,1,1
0.005234618503846655,0.9947653814961533,1,1
0.19142100023630804,0.808578999763692,1,1
0.011252630861818269,0.9887473691381817,1,1
0.017252760617368468,0.9827472393826315,1,1
0.14586623506898866,0.8541337649310113,1,1
0.002418394242030719,0.9975816057579693,1,1
0.18237970898764388,0.8176202910123561,1,1
0.036330191737985684,0.9636698082620143,1,1
0.12631810848766356,0.8736818915123364,1,1
0.033742809926033845,0.9662571900739662,1,1
0.008050127819591912,0.9919498721804081,1,1
0.0012361469167121442,0.9987638530832879,1,1
6.412082887974346e-05,0.9999358791711203,1,1
0.9884074397889782,0.011592560211021839,0,0
0.07742668032251776,0.9225733196774822,1,1
0.9505957534938936,0.04940424650610644,0,0
0.9757372803221459,0.024262719677854056,0,0
0.016828726349028322,0.9831712736509717,1,1
0.046242326428863834,0.9537576735711362,1,1
0.0035940377052547934,0.9964059622947452,1,1
0.20720664060480398,0.792793359395196,1,1
0.024266005656140344,0.9757339943438597,1,1
0.016894640062419142,0.9831053599375809,1,1
0.009258857868539971,0.99074114213146,1,1
0.9618714772572026,0.03812852274279742,0,0
0.07878450340064491,0.9212154965993551,1,1
0.8691225392236019,0.13087746077639809,0,1
0.24911751626019563,0.7508824837398044,1,1
0.003430342675760145,0.9965696573242399,1,1
0.008050127819591912,0.9919498721804081,1,1
0.0043747426774175535,0.9956252573225824,1,1
0.9971744397145174,0.0028255602854826874,0,0
0.9992560415883408,0.0007439584116592123,0,0
0.008050127819591912,0.9919498721804081,1,1
0.0043747426774175535,0.9956252573225824,1,1
0.9971744397145174,0.0028255602854826874,0,0
0.9992560415883408,0.0007439584116592123,0,0
0.00677827525078023,0.9932217247492198,1,1
0.9992215226377485,0.0007784773622514602,0,0
8.27900597176745e-05,0.9999172099402823,1,1
0.013948477628923261,0.9860515223710767,1,1
0.026734780691119564,0.9732652193088804,1,1
0.03406703951356116,0.9659329604864388,1,1
0.024296534341037512,0.9757034656589625,1,1
0.010674347863612432,0.9893256521363876,1,1
0.8666710338470636,0.13332896615293643,0,1
0.006821139696377321,0.9931788603036227,1,1
0.2547086321871762,0.7452913678128238,1,0
0.001418918226885335,0.9985810817731147,1,1
0.1158893873465926,0.8841106126534074,1,1
0.008439323736116666,0.9915606762638833,1,1
0.009691929012808465,0.9903080709871915,1,1
0.18700692210443093,0.8129930778955691,1,1
0.04062551200264408,0.9593744879973559,1,1
0.007648996494352245,0.9923510035056478,1,1
0.9709051781308687,0.02909482186913124,0,0
0.010250505133581056,0.9897494948664189,1,1
0.0029928190893918627,0.9970071809106081,1,1
0.006483721537804965,0.993516278462195,1,1
0.012068150023141766,0.9879318499768582,1,1
0.9914155686753638,0.008584431324636124,0,0
0.010248044030228831,0.9897519559697712,1,1
0.0044575566366247266,0.9955424433633753,1,1
0.05984958075341562,0.9401504192465844,1,1
0.013742195550010106,0.9862578044499899,1,1
0.00784835305068965,0.9921516469493104,1,1
0.3003517213503132,0.6996482786496868,1,1
0.8739291327993092,0.12607086720069083,0,0
0.9908462519409239,0.009153748059076074,0,0
0.5899894689704379,0.4100105310295621,0,0
0.012873260372235462,0.9871267396277645,1,1
0.021545056451541034,0.978454943548459,1,1
0.9991282964249617,0.0008717035750383216,0,0
0.0042163869467792825,0.9957836130532207,1,1
0.04777324894807944,0.9522267510519206,1,1
0.029180594072368393,0.9708194059276316,1,1
0.0637625876430371,0.9362374123569629,1,1
0.007105435791484149,0.9928945642085159,1,1
0.06321003216088117,0.9367899678391188,1,1
0.042149434089502,0.957850565910498,1,1
0.0062604868639791755,0.9937395131360208,1,1
0.006219822771414085,0.9937801772285859,1,1
0.0005881965350660323,0.999411803464934,1,1
0.1487570575746736,0.8512429424253264,1,1
0.026991002038470935,0.9730089979615291,1,1
0.1822455115972269,0.8177544884027731,1,1
